,bll.us,tmo.us,ceco.us,emr.us,mchp.us,ibm.us,cnp.us,sna.us,has.us,lb.us,cof.us,lnc.us,ko.us,clx.us,x.us,apc.us,intc.us,iff.us,dov.us,xlnx.us,gps.us,wen.us,brk-b.us,adm.us,xl.us,t.us,rf.us,wmt.us,rtn.us,mat.us,ebay.us,leg.us,ctxs.us,xray.us,eqr.us,luv.us,mcd.us,dgx.us,bby.us,twx.us,nke.us,bc.us,see.us,cag.us,adsk.us,msa.us,phm.us,msft.us,ca.us,mro.us
gps.us,0.3621106634550556,0.3800922640134528,0.1771199707551552,0.4552846446939215,0.32429189303434103,0.3568724481699951,0.19335581765834867,0.4320656718608503,0.395596812344358,0.5419947935352977,0.3782176720994626,0.38755207960931054,0.3254944802691828,0.28629542672664454,0.34535295064177574,0.2913893661560399,0.3829051838334916,0.3593619477297605,0.4500827274943999,0.3197773769057423,1.0,0.3365033563174015,0.3282965604187572,0.3152088125989479,0.3320021528589904,0.313449083967566,0.2903007724643257,0.43137369116224333,0.2523752550871695,0.3807130253419058,0.3477343804295951,0.43828971525505567,0.2913764137518348,0.34096079184614453,0.36525331967112784,0.37212543658213465,0.3218473934024781,0.26485624187838025,0.4070787826108691,0.378776219748934,0.44466476336178345,0.39816132732437987,0.314619457582243,0.25090948189197215,0.3176893267056389,0.28615491846613017,0.368990559749087,0.37906292246919127,0.3144015871632042,0.32964752474881204
wen.us,0.37743920302043793,0.34957879699410105,0.226322638072395,0.4271032636597615,0.30477637105948724,0.3370947889412856,0.15853466399294522,0.4142928576049057,0.34773228221922897,0.40351154545649337,0.3665452567238418,0.3954972898949703,0.29507830399165635,0.2640860297611034,0.3565418932587634,0.3217737489661139,0.33717807171506975,0.3670375538980001,0.4336738308729754,0.2893304390679166,0.3365033563174015,1.0,0.3036461661026602,0.27901643669048626,0.29360166985244424,0.30998509699544335,0.2911383628789468,0.331727756570645,0.2907824902060583,0.36867094421632474,0.31336346039175594,0.4197199550098719,0.27370246825829736,0.3480270538693512,0.4159583381711254,0.3285668807659092,0.4007412736167761,0.24860125731997085,0.32088851630935794,0.3383977027177726,0.39103902600724033,0.4063691232078352,0.32312455913069466,0.2224512942763369,0.33220904551144265,0.3297548694608145,0.4084347635809107,0.3293730586683183,0.3013151655060974,0.34456577369918356
brk-b.us,0.356443562614096,0.3685555632572147,0.1539851321655682,0.4326684712192393,0.26126195015676384,0.35486649411831983,0.21785364110910443,0.42739513220777536,0.29356350527262887,0.36699397563713976,0.39238600543529484,0.48579543721473917,0.2976671752558561,0.2535023213282106,0.3767279450940741,0.3776768831999844,0.3019268209622665,0.3588758958846423,0.42844471165849773,0.2593248870740686,0.3282965604187572,0.3036461661026602,1.0,0.3164368132078309,0.39136293199713135,0.3254502372779014,0.3491821192942861,0.257409103377169,0.2686324875080298,0.33272859182851083,0.2995729113832238,0.40068467505496486,0.2549449973159562,0.3828436025434366,0.39270205396605967,0.3602525033630457,0.25519953860564887,0.2560475753971929,0.29133510286077224,0.37319888654975103,0.35844903295412933,0.40327992693601256,0.31458754977709236,0.23518814463557794,0.3192128505550504,0.36243917425088756,0.3610548435080739,0.33487895869097,0.31347150798765216,0.4038695823727476
adm.us,0.38436513421845414,0.3736399523342976,0.18277086960473324,0.47465501156556644,0.2829734414389826,0.3468180192902562,0.22920966045065255,0.404897523663377,0.293490245100613,0.3186040599048119,0.32327043843372943,0.3878891325666767,0.37857054161058706,0.30752897148238706,0.4226934170360702,0.4400097560658813,0.34174090724313955,0.4160652755053543,0.4341558676665044,0.28087138363558134,0.3152088125989479,0.27901643669048626,0.3164368132078309,1.0,0.35770021424636284,0.3580963864772235,0.27584639884674134,0.31745490311188,0.283250153583434,0.2881235502965583,0.2965868573579622,0.37068178818843556,0.26205559375400445,0.3440087186787267,0.33574919716125545,0.27961448246594334,0.29821144313245573,0.26930884234899993,0.2515623924018543,0.3433487143116635,0.3271226245545807,0.327638977861741,0.2819661828781241,0.30252100176553137,0.29301519471696663,0.29260720604935714,0.29952105974665466,0.3401462944276613,0.3094295444798343,0.44741045429295073
xl.us,0.3794187825201426,0.3693291590669589,0.15334144461591528,0.43514021531390196,0.2754576951169371,0.3658574469014389,0.21874320855921225,0.4299423638176561,0.3400146084995549,0.412337015513894,0.5329840182300936,0.5850180956220368,0.3247503325209311,0.2865563931563973,0.35634362666107794,0.36172156591675825,0.32725313622463276,0.3611952860176641,0.45242189021203133,0.2629898444634751,0.3320021528589904,0.29360166985244424,0.39136293199713135,0.35770021424636284,1.0,0.372445430194871,0.511584279686618,0.31739109921791603,0.2623840142393468,0.3557621580366716,0.3441011695552387,0.45090052935563485,0.28226230461320456,0.3732752153805654,0.5114456999667949,0.36046057242970597,0.29533484425624534,0.29434336883952605,0.30679545151427146,0.35846809751273623,0.38159420288994633,0.46714243748199097,0.30685858259017157,0.2618225728412907,0.3237195411333679,0.34792358615301877,0.4176791120922189,0.35886085293748266,0.2901965652066828,0.3881678025596675
t.us,0.41232127358726683,0.3757815931957876,0.19092576802122108,0.4844241474736491,0.36010095065265624,0.47216656500291676,0.2827671997215374,0.43314502558554085,0.3247028919053421,0.39732950932486205,0.416064046166264,0.38699664074617146,0.41493669929396754,0.31844753197598485,0.3763795224346288,0.3495844649111165,0.42931390715596274,0.4026962153376828,0.4548949341378594,0.36012598797502166,0.313449083967566,0.30998509699544335,0.3254502372779014,0.3580963864772235,0.372445430194871,1.0,0.3234497405360458,0.4215539931077561,0.3711386554297094,0.337542001492156,0.3477903053098745,0.41433094083111305,0.3385224153066296,0.35639623844758,0.3713041622087308,0.34789051839150187,0.3243085533150416,0.28389273599012504,0.295405383000514,0.42629097753516554,0.38022863118670663,0.35325648985472036,0.3155809441750673,0.3219530957691629,0.36489620193037975,0.3602488424252934,0.32711599741486397,0.4604043864913019,0.3429692602228301,0.4067216706870161
rf.us,0.3477058659211661,0.28998834094472525,0.16627174933576047,0.39288749037951987,0.2682111615070457,0.3120857291885245,0.15861810696810358,0.3837445657311912,0.3092769648862058,0.35784595487654186,0.5069346355492752,0.4843276822314004,0.24198277913817737,0.22312651230189862,0.3439075305062246,0.3062957630132103,0.2921082395859886,0.3160526891418219,0.4134650024673191,0.24653888341058486,0.2903007724643257,0.2911383628789468,0.3491821192942861,0.27584639884674134,0.511584279686618,0.3234497405360458,1.0,0.2372510758252136,0.2312186389525112,0.3006163539579709,0.2904141623429961,0.40510781515894234,0.24965665244435498,0.334700730361812,0.4821656783599684,0.28283855315033735,0.22932456168443924,0.24403415560899783,0.2745228605994578,0.31101228584781027,0.34249351190298677,0.4375321136995245,0.3001611872302781,0.23117506562827658,0.30773528676680767,0.32309986553020376,0.4327777507506098,0.28870613130341294,0.26756337384932694,0.31219115508984385
wmt.us,0.39473178254982527,0.38544088789706976,0.19789217218520772,0.45722426359930507,0.3211597438473902,0.4214962193730416,0.1604259950671609,0.4042083090019635,0.3802623654264176,0.48365539381978656,0.3604413391515729,0.3468254325497288,0.39249172761488155,0.3564945915734992,0.29220019142848674,0.24165541945287516,0.4141460247598446,0.40565652049195816,0.41628981092689876,0.34147743447672596,0.43137369116224333,0.331727756570645,0.257409103377169,0.31745490311188,0.31739109921791603,0.4215539931077561,0.2372510758252136,1.0,0.3027016548378937,0.37786691607229456,0.3398590089067535,0.42934412844161807,0.295882911008608,0.3555409900621549,0.3404944617291748,0.36770182696555886,0.3712286697706084,0.2816833141019047,0.3854862891830389,0.389438928235403,0.433156349605995,0.328917234584423,0.2936013619951896,0.29772324441286085,0.3089284887325032,0.3002647113626425,0.38681994792899466,0.45263807576675524,0.34311023591817597,0.28290627847792804
rtn.us,0.3713839830235337,0.330866712179044,0.17010638394251212,0.4095297523123124,0.2519271186394314,0.34235524635012393,0.2014924340319036,0.3650185065636259,0.27879713289718744,0.27563961121306074,0.2862875141620356,0.309014375312041,0.31180863806437265,0.2791490953287685,0.3254602170362695,0.3206237064364125,0.29739065519586805,0.3589093406412845,0.38977339888768237,0.2507032086460641,0.2523752550871695,0.2907824902060583,0.2686324875080298,0.283250153583434,0.2623840142393468,0.3711386554297094,0.2312186389525112,0.3027016548378937,1.0,0.2944612971374684,0.2569767588935549,0.3207560919311698,0.24293353429065134,0.3479072510646772,0.3156537232416229,0.2585867123987916,0.2971726488977914,0.2604873083563442,0.21746124354209204,0.3029439799062033,0.30486555803792925,0.29559332579878983,0.2746328877535288,0.2759218280168414,0.32053409274289274,0.3392072382908632,0.2863718188013036,0.3250940422045684,0.31871142099375704,0.3517534994388086
mat.us,0.38372571684173895,0.3872432642279777,0.19585354544803535,0.44040658073025185,0.31998721531872465,0.41125878626412865,0.1878502381072718,0.4581436298046137,0.5527808599536224,0.47069371430968054,0.3736295516203273,0.39747761413696436,0.3339411652235984,0.3039782388244102,0.3491399497883185,0.3075315939078303,0.3423550091704343,0.40035686622317457,0.4689888555740432,0.31506628485219124,0.3807130253419058,0.36867094421632474,0.33272859182851083,0.2881235502965583,0.3557621580366716,0.337542001492156,0.3006163539579709,0.37786691607229456,0.2944612971374684,1.0,0.3228523071630143,0.45602994337445446,0.289087252053854,0.3637063921436803,0.38116834933973537,0.3793522053852745,0.34138406106733904,0.25028713568506983,0.36859025926849653,0.3451364265455401,0.41263401080032847,0.453209906987169,0.3323223220163576,0.257637817657678,0.3472675947931762,0.34776183681657624,0.40357328808395543,0.3456374613273102,0.3295309052893292,0.3197404936379263
ebay.us,0.36818985705219764,0.380639327719673,0.20753643327053248,0.4721304419379922,0.4333872308472659,0.43239264882440204,0.15064325873813103,0.44557425567164566,0.3407025036850915,0.40462371605922914,0.40469882024132436,0.39114929662270437,0.3083565161926046,0.26059604995765034,0.4016983285898442,0.3336685015080355,0.4594584051630931,0.35911893102288883,0.4775181419783736,0.4509967243496507,0.3477343804295951,0.31336346039175594,0.2995729113832238,0.2965868573579622,0.3441011695552387,0.3477903053098745,0.2904141623429961,0.3398590089067535,0.2569767588935549,0.3228523071630143,1.0,0.382534320834918,0.400623968811366,0.37005311498994825,0.4042681684824429,0.34033941748741026,0.2925875114997196,0.2526534897063628,0.3426963410866286,0.42617600166704017,0.38356140885865214,0.4134230663688877,0.3264384976216299,0.23895168057456223,0.4101252166370955,0.32697221545319316,0.3624513609028093,0.4720224985205404,0.4073114103475289,0.3589769255684354
leg.us,0.5032258470632307,0.4586027650679912,0.24457613801453387,0.547538312308644,0.40972629395910454,0.47585839021957765,0.25847325662162135,0.571155182260041,0.4548820416838997,0.5207315667431026,0.49232230579328284,0.4883405692019613,0.38548388474081696,0.3723251481388293,0.47017298737491237,0.39045825557121505,0.44816043525397403,0.4851002664596472,0.5916097831761694,0.39001561450266153,0.43828971525505567,0.4197199550098719,0.40068467505496486,0.37068178818843556,0.45090052935563485,0.41433094083111305,0.40510781515894234,0.42934412844161807,0.3207560919311698,0.45602994337445446,0.382534320834918,1.0,0.3561056957215015,0.4442134339060671,0.5153763925549621,0.4645816553703893,0.3643071274771218,0.31786980294728423,0.42958184425469825,0.4319929579594645,0.4731553559788691,0.5191356790954482,0.4115633684325348,0.3207108531750096,0.40805325790229335,0.4159347209248522,0.5445916940167217,0.4520983542271129,0.37143406472938634,0.44873164976666097
ctxs.us,0.3325814631903455,0.3587304034901445,0.19763201581578113,0.4357168792321621,0.45923237775517245,0.4336506512537617,0.17190609298094262,0.3933710197843582,0.3156708156343196,0.33592437452160245,0.32931689284846527,0.3160624988452274,0.25304041218779105,0.22041635917780375,0.34412873866905164,0.3033035809958061,0.4740086877552346,0.3197642695989436,0.43794531372511214,0.4746927919965338,0.2913764137518348,0.27370246825829736,0.2549449973159562,0.26205559375400445,0.28226230461320456,0.3385224153066296,0.24965665244435498,0.295882911008608,0.24293353429065134,0.289087252053854,0.400623968811366,0.3561056957215015,1.0,0.349420661884927,0.32540572247823113,0.3004440515664512,0.2741902047702458,0.2402168346486426,0.32364026664593876,0.3729620947932282,0.33366439114136026,0.3402826287059542,0.28657680306104666,0.1962313077250016,0.4417579318594554,0.31644626695619266,0.30714896486406107,0.46535136342968714,0.41224646922400315,0.32114859921346106
xray.us,0.4326220383971664,0.4835914877123223,0.2613305031519372,0.4962238282209039,0.36666361827797184,0.3973473509502177,0.21081872849927913,0.4736022410262619,0.351853953327456,0.38359261206479844,0.3665543652402666,0.4560259813635517,0.38707392990563544,0.3638098820359284,0.4081679293484025,0.3766012175344151,0.38696904940731974,0.4507303023795435,0.4929328369350171,0.3518033710138192,0.34096079184614453,0.3480270538693512,0.3828436025434366,0.3440087186787267,0.3732752153805654,0.35639623844758,0.334700730361812,0.3555409900621549,0.3479072510646772,0.3637063921436803,0.37005311498994825,0.4442134339060671,0.349420661884927,1.0,0.3953426729880594,0.3395258169693547,0.3132941744102176,0.37686331908462595,0.3073283741711577,0.37673504071182035,0.4006579510477123,0.42628258026657684,0.33758423301450713,0.34816802105015976,0.39999415780454656,0.4252228076038532,0.3788160251058572,0.4239682127719895,0.3480000077287941,0.4311763178655895
eqr.us,0.4133446883439541,0.3546855836725261,0.19615081108019325,0.4959573280643955,0.33598538454333104,0.3971458351445049,0.2326522684023613,0.48222314300607344,0.3817641567903421,0.4681774705590214,0.5629962501596146,0.5568204158493197,0.3179019805505323,0.30387839422900215,0.4320800903399542,0.35763697077111645,0.39958510460205693,0.43906680349508304,0.5144418130453527,0.3112612725024262,0.36525331967112784,0.4159583381711254,0.39270205396605967,0.33574919716125545,0.5114456999667949,0.3713041622087308,0.4821656783599684,0.3404944617291748,0.3156537232416229,0.38116834933973537,0.4042681684824429,0.5153763925549621,0.32540572247823113,0.3953426729880594,1.0,0.4007611044146288,0.347728731111808,0.2661396706542204,0.35094084365679434,0.38356495799033224,0.45293574355415545,0.5342816743847754,0.3737870567842193,0.28530496160798624,0.36816910919722656,0.425482565225636,0.4741291976941573,0.4072417915687599,0.340370528875923,0.4119959159455757
luv.us,0.40447703708329646,0.41108526432069736,0.22109433898715838,0.453230717347235,0.36585533977162527,0.41260985312385184,0.2271294689694564,0.44241583953976005,0.38192555928278993,0.44346524411053473,0.402730674237721,0.3815046660983646,0.30115626738320395,0.2990027376733562,0.3687515829947585,0.25729881361395734,0.3792971820809589,0.37762789023894633,0.49824562607365713,0.34675222921719884,0.37212543658213465,0.3285668807659092,0.3602525033630457,0.27961448246594334,0.36046057242970597,0.34789051839150187,0.28283855315033735,0.36770182696555886,0.2585867123987916,0.3793522053852745,0.34033941748741026,0.4645816553703893,0.3004440515664512,0.3395258169693547,0.4007611044146288,1.0,0.31562961749590973,0.2746997952679322,0.3675960114176785,0.40179199172574454,0.41112587441269033,0.43544744964319826,0.3407657654309201,0.28328923080137836,0.3612029114150061,0.3325703909218432,0.4144742850777029,0.36530648740824934,0.34651488483385057,0.3005157639758628
mcd.us,0.3384410534489071,0.3496819269175036,0.16859020760778384,0.40963472860423056,0.27128689472350953,0.3563224284374297,0.15250520911019425,0.3756333925158664,0.32957325814847616,0.37316687717881125,0.3242249784141506,0.31807715782300894,0.3583023534707792,0.30023464773469366,0.30548497893195536,0.28476795050450043,0.33234320420286284,0.33916637826415813,0.403844843385118,0.2855995266475983,0.3218473934024781,0.4007412736167761,0.25519953860564887,0.29821144313245573,0.29533484425624534,0.3243085533150416,0.22932456168443924,0.3712286697706084,0.2971726488977914,0.34138406106733904,0.2925875114997196,0.3643071274771218,0.2741902047702458,0.3132941744102176,0.347728731111808,0.31562961749590973,1.0,0.2533165751197594,0.3049553869700524,0.35228264786619296,0.377722181730379,0.31859168709014374,0.29821402968079974,0.26004074957563755,0.28373292270468864,0.2576798715776225,0.32478485457087225,0.3565982856880045,0.30252537413936154,0.3177831805907287
dgx.us,0.34087065122196253,0.3390934701722195,0.15198981837938505,0.3313561806135261,0.30886485641040107,0.31722744707703354,0.14940693939087557,0.3220329931966471,0.27090814567600346,0.2990747241768963,0.27427347070213143,0.30910540078655696,0.30738635500406974,0.2619999648386126,0.30437131603027545,0.2838299433176498,0.3140910356622358,0.2801500682615865,0.3437868502339405,0.28543852190965313,0.26485624187838025,0.24860125731997085,0.2560475753971929,0.26930884234899993,0.29434336883952605,0.28389273599012504,0.24403415560899783,0.2816833141019047,0.2604873083563442,0.25028713568506983,0.2526534897063628,0.31786980294728423,0.2402168346486426,0.37686331908462595,0.2661396706542204,0.2746997952679322,0.2533165751197594,1.0,0.23969058230184476,0.3281390409272688,0.31384078388742437,0.27884065959770404,0.23407797654116058,0.25124354073196964,0.27828015446134974,0.2759075974779871,0.267959751738853,0.314780227964705,0.3370139848308015,0.29976665602026487
bby.us,0.35344791780714374,0.3519274294605559,0.19335553417281096,0.42834823524658644,0.3639570209390792,0.3849083879969252,0.1500075171229263,0.40590531325667367,0.3675278473217115,0.45866709285069035,0.36695797613158926,0.3481803076132311,0.2718538142219992,0.24632923066470025,0.3244598423075378,0.2709244079119403,0.4009530937767844,0.33716328380116195,0.4464816550651149,0.36673443228239105,0.4070787826108691,0.32088851630935794,0.29133510286077224,0.2515623924018543,0.30679545151427146,0.295405383000514,0.2745228605994578,0.3854862891830389,0.21746124354209204,0.36859025926849653,0.3426963410866286,0.42958184425469825,0.32364026664593876,0.3073283741711577,0.35094084365679434,0.3675960114176785,0.3049553869700524,0.23969058230184476,1.0,0.3542160619714233,0.40072649240296515,0.39641284026843504,0.32618099649259946,0.24001494881618082,0.33355652555707727,0.2902608551579439,0.4027111663364976,0.3721045305150811,0.33334391975394106,0.3004774594829755
twx.us,0.3876339287347796,0.4521273553000761,0.19625096270301454,0.5220812086302844,0.41954463625082444,0.47324538837508834,0.23025185700563525,0.48198596172319014,0.36303115119178225,0.4377719139901936,0.41071274671161345,0.44537078591440243,0.3583156523108236,0.28879177813395585,0.42356205419669474,0.37122872266472884,0.5008840133220961,0.3834592680437771,0.5176875092256437,0.4463589405712599,0.378776219748934,0.3383977027177726,0.37319888654975103,0.3433487143116635,0.35846809751273623,0.42629097753516554,0.31101228584781027,0.389438928235403,0.3029439799062033,0.3451364265455401,0.42617600166704017,0.4319929579594645,0.3729620947932282,0.37673504071182035,0.38356495799033224,0.40179199172574454,0.35228264786619296,0.3281390409272688,0.3542160619714233,1.0,0.4081373636841815,0.4153277254581448,0.3528411774961198,0.2645379354984652,0.41613941467505267,0.34638980217071386,0.37409931888749376,0.5087229251922644,0.4611486164264452,0.41661932168516885
nke.us,0.4274004104495678,0.41515399359475097,0.20844509275947556,0.5280712658227166,0.37009361062934876,0.4528491535508547,0.2286469500294297,0.49693221214437283,0.41016095327440694,0.5037125715287019,0.44365169480116395,0.4029903089231774,0.37622540693307194,0.3296456595704238,0.408982966865085,0.3647531125301306,0.42517113451544347,0.42572405704952054,0.5169345194158332,0.37517041640883614,0.44466476336178345,0.39103902600724033,0.35844903295412933,0.3271226245545807,0.38159420288994633,0.38022863118670663,0.34249351190298677,0.433156349605995,0.30486555803792925,0.41263401080032847,0.38356140885865214,0.4731553559788691,0.33366439114136026,0.4006579510477123,0.45293574355415545,0.41112587441269033,0.377722181730379,0.31384078388742437,0.40072649240296515,0.4081373636841815,1.0,0.4422136370746298,0.35668713422602777,0.29143638317793014,0.3817975021062604,0.37467200423613484,0.4050333490154213,0.4275167799199384,0.37504611861850873,0.3949284098229165
bc.us,0.44164743997718486,0.4339639761012039,0.22069064273274402,0.5266483644086808,0.36280781597770373,0.418026814637874,0.21605406952415004,0.5320033728869049,0.4439768904338222,0.5145861154796855,0.475509014227484,0.5126832464906477,0.3267115973559742,0.3066815882693494,0.45747481514390487,0.399253824482541,0.416208606065236,0.4417547818376217,0.5526874973636671,0.35696118895638623,0.39816132732437987,0.4063691232078352,0.40327992693601256,0.327638977861741,0.46714243748199097,0.35325648985472036,0.4375321136995245,0.328917234584423,0.29559332579878983,0.453209906987169,0.4134230663688877,0.5191356790954482,0.3402826287059542,0.42628258026657684,0.5342816743847754,0.43544744964319826,0.31859168709014374,0.27884065959770404,0.39641284026843504,0.4153277254581448,0.4422136370746298,1.0,0.3960826596448812,0.32215859307881417,0.42563507989051785,0.41076279129230664,0.4797362460042071,0.4123666374294501,0.3619783574168976,0.4338606972024165
see.us,0.4276026247957594,0.34355767534621995,0.1991214725093409,0.43465747131067706,0.32405515050802297,0.3605954847486755,0.161393330942675,0.4215098931798618,0.333451162713732,0.3963722347487881,0.37224310920838605,0.37148465381861434,0.2852329005527893,0.24872471010113414,0.39506270322904863,0.3087123246367868,0.36173234138063015,0.3708233391614387,0.457508187128874,0.3270814094568155,0.314619457582243,0.32312455913069466,0.31458754977709236,0.2819661828781241,0.30685858259017157,0.3155809441750673,0.3001611872302781,0.2936013619951896,0.2746328877535288,0.3323223220163576,0.3264384976216299,0.4115633684325348,0.28657680306104666,0.33758423301450713,0.3737870567842193,0.3407657654309201,0.29821402968079974,0.23407797654116058,0.32618099649259946,0.3528411774961198,0.35668713422602777,0.3960826596448812,1.0,0.2326486964661836,0.3463306559650824,0.29909262364847033,0.36359458362389946,0.3346096187424696,0.30691474331761703,0.34007351694896987
cag.us,0.2906018834157574,0.312269426276171,0.16281953506865132,0.35388231010050314,0.20036596361458145,0.2904574520642743,0.18966813615004677,0.3458925504174468,0.2617694765887969,0.2954391676806172,0.24009604421254413,0.30961420214831314,0.3787627198889212,0.3141512336912245,0.27521027004523313,0.22125281221858004,0.25020086244230866,0.3232717453429567,0.35226214104881964,0.20540631833834708,0.25090948189197215,0.2224512942763369,0.23518814463557794,0.30252100176553137,0.2618225728412907,0.3219530957691629,0.23117506562827658,0.29772324441286085,0.2759218280168414,0.257637817657678,0.23895168057456223,0.3207108531750096,0.1962313077250016,0.34816802105015976,0.28530496160798624,0.28328923080137836,0.26004074957563755,0.25124354073196964,0.24001494881618082,0.2645379354984652,0.29143638317793014,0.32215859307881417,0.2326486964661836,1.0,0.23430192668007696,0.2662377743483875,0.2818809010363992,0.27607871431344844,0.24494334237738732,0.2747021103048422
adsk.us,0.3995760256300151,0.4143189384777812,0.18589623198284155,0.5008977004512725,0.4472273605921016,0.45580229991928634,0.1969083930457038,0.4572024872853803,0.3668310147088966,0.3829498534423077,0.39620915850906424,0.3767529632336118,0.31827246202655674,0.2641129235304305,0.4233411725242197,0.36750144553176095,0.45124580457023905,0.38117235688084616,0.4982173132493189,0.43828378906932947,0.3176893267056389,0.33220904551144265,0.3192128505550504,0.29301519471696663,0.3237195411333679,0.36489620193037975,0.30773528676680767,0.3089284887325032,0.32053409274289274,0.3472675947931762,0.4101252166370955,0.40805325790229335,0.4417579318594554,0.39999415780454656,0.36816910919722656,0.3612029114150061,0.28373292270468864,0.27828015446134974,0.33355652555707727,0.41613941467505267,0.3817975021062604,0.42563507989051785,0.3463306559650824,0.23430192668007696,1.0,0.39142205864388663,0.37838868821620936,0.46272497208893465,0.4154550660254777,0.3933698934211747
msa.us,0.38301010465840635,0.39029133240967423,0.21609677860551643,0.44095121123032105,0.33635984066549923,0.36730179751995173,0.22179250308817328,0.42222265970919437,0.33322878685242036,0.33669621475423606,0.3577513198820642,0.39594499333713373,0.328031133249863,0.28464123571409605,0.378289148628714,0.35295364810391644,0.3470062608511305,0.400299971263105,0.46483104518945384,0.3251636021235996,0.28615491846613017,0.3297548694608145,0.36243917425088756,0.29260720604935714,0.34792358615301877,0.3602488424252934,0.32309986553020376,0.3002647113626425,0.3392072382908632,0.34776183681657624,0.32697221545319316,0.4159347209248522,0.31644626695619266,0.4252228076038532,0.425482565225636,0.3325703909218432,0.2576798715776225,0.2759075974779871,0.2902608551579439,0.34638980217071386,0.37467200423613484,0.41076279129230664,0.29909262364847033,0.2662377743483875,0.39142205864388663,1.0,0.38152403508725646,0.34498403098547387,0.319631886112167,0.3795039077617356
phm.us,0.44089495608940604,0.3973690577300116,0.24974710442579282,0.47490089660052504,0.34816700801754247,0.37679300263880433,0.19147545591301585,0.48787313013131006,0.40180806940863567,0.4741570031285005,0.477137636686233,0.4351682630416626,0.3035100790013099,0.3117230154404503,0.40733432193744973,0.36025654552862124,0.3758293976558358,0.4078300214133743,0.4877924405147843,0.346905923737816,0.368990559749087,0.4084347635809107,0.3610548435080739,0.29952105974665466,0.4176791120922189,0.32711599741486397,0.4327777507506098,0.38681994792899466,0.2863718188013036,0.40357328808395543,0.3624513609028093,0.5445916940167217,0.30714896486406107,0.3788160251058572,0.4741291976941573,0.4144742850777029,0.32478485457087225,0.267959751738853,0.4027111663364976,0.37409931888749376,0.4050333490154213,0.4797362460042071,0.36359458362389946,0.2818809010363992,0.37838868821620936,0.38152403508725646,1.0,0.3697724611843676,0.34608870922846185,0.3920890436753741
msft.us,0.4217619034677712,0.4611532249624888,0.22687232474194724,0.5491099768202354,0.5058367889274944,0.5743675848779101,0.20041713692716595,0.46107786676737444,0.38008307754153425,0.43010508964360633,0.4121368913183815,0.40603287275562355,0.4224578367246587,0.32184159813186475,0.4260366119813561,0.37560419524262934,0.6211036082999662,0.42522491731622447,0.5047294757805807,0.5159023121359225,0.37906292246919127,0.3293730586683183,0.33487895869097,0.3401462944276613,0.35886085293748266,0.4604043864913019,0.28870613130341294,0.45263807576675524,0.3250940422045684,0.3456374613273102,0.4720224985205404,0.4520983542271129,0.46535136342968714,0.4239682127719895,0.4072417915687599,0.36530648740824934,0.3565982856880045,0.314780227964705,0.3721045305150811,0.5087229251922644,0.4275167799199384,0.4123666374294501,0.3346096187424696,0.27607871431344844,0.46272497208893465,0.34498403098547387,0.3697724611843676,1.0,0.48977112177910553,0.4246463523240486
ca.us,0.39356422960913795,0.43858243846846356,0.19727922006701368,0.46709023387652643,0.47882821091958155,0.4767986790233681,0.2490587286871064,0.4154968026049611,0.3536797705146595,0.3819598529192831,0.38923701722825915,0.35048715271345204,0.30155783411730663,0.2760270438323901,0.38956820617289184,0.33576797225631394,0.514635252393784,0.3386661252297252,0.4787445802265155,0.49449742120641893,0.3144015871632042,0.3013151655060974,0.31347150798765216,0.3094295444798343,0.2901965652066828,0.3429692602228301,0.26756337384932694,0.34311023591817597,0.31871142099375704,0.3295309052893292,0.4073114103475289,0.37143406472938634,0.41224646922400315,0.3480000077287941,0.340370528875923,0.34651488483385057,0.30252537413936154,0.3370139848308015,0.33334391975394106,0.4611486164264452,0.37504611861850873,0.3619783574168976,0.30691474331761703,0.24494334237738732,0.4154550660254777,0.319631886112167,0.34608870922846185,0.48977112177910553,1.0,0.3626467434139923
mro.us,0.4861347551294402,0.4482902723592929,0.18694138115852516,0.5527873385502169,0.34724297750597827,0.424003632892968,0.283409966619147,0.47829526553852364,0.346873431003035,0.3648878306411989,0.4112403848844485,0.46209196551770315,0.3580047820214208,0.30899623150464656,0.5691260861511074,0.7233315896314602,0.38187920779746704,0.4475094243631577,0.5471804218036295,0.3149554526795496,0.32964752474881204,0.34456577369918356,0.4038695823727476,0.44741045429295073,0.3881678025596675,0.4067216706870161,0.31219115508984385,0.28290627847792804,0.3517534994388086,0.3197404936379263,0.3589769255684354,0.44873164976666097,0.32114859921346106,0.4311763178655895,0.4119959159455757,0.3005157639758628,0.3177831805907287,0.29976665602026487,0.3004774594829755,0.41661932168516885,0.3949284098229165,0.4338606972024165,0.34007351694896987,0.2747021103048422,0.3933698934211747,0.3795039077617356,0.3920890436753741,0.4246463523240486,0.3626467434139923,1.0
