,bll.us,tmo.us,ceco.us,emr.us,mchp.us
1998-03-03,0.003961703532519012,0.0031252712909108915,-0.01872659176029956,-0.002804020534057927,-0.04739116214215622
1998-03-04,-0.007727721144360378,0.004730996682532851,-0.011450381679389388,-0.01271846340197269,0.01172792656041044
1998-03-05,0.0024855012427504874,-0.00947486290160493,-0.04633204633204624,0.002979581105950535,-0.007269544715737597
1998-03-06,0.007933884297520732,0.0016812081509607335,0.020242914979756943,0.039536915683704654,-0.013098236775818672
1998-03-09,-0.018093363944462593,-0.014237346991926358,0.003968253968253954,-0.015549485185963441,-0.06061766207248587
1998-03-10,0.02098758559260716,0.0017026273301044004,0.011857707509881577,-0.005549626467449276,0.028295844896849998
1998-03-11,0.001308615049073092,-0.020719163027870025,0.01171875,0.003906417686198704,0.042861187128432565
1998-03-12,-0.011653234589414141,-0.0031721331098872874,0.011583011583011782,-0.007696912682801704,0.02785217894889236
1998-03-13,-0.006391184573002806,-0.0031822275592915394,0.007633587786259444,-0.012669137292079635,-0.011409455057663553
1998-03-16,0.0,-0.018100228888085712,-0.007575757575757569,0.008903631284916225,0.0
1998-03-17,0.0026061883109682604,-0.009784375670950585,0.0,0.00956047759127876,-0.023064455803515793
1998-03-18,-0.010563575023505245,0.0014558295130713272,0.01526717557251911,-0.0017997171872990991,-0.005925034638664006
1998-03-19,-0.0157070989379543,0.030280535708762768,0.003759398496240518,-0.011461687057308434,-0.016358868083701683
1998-03-20,-0.012096087228121943,-0.0014109876913839248,-0.0037453183520598232,0.025447281570262215,-0.016668220378484255
1998-03-23,0.012244194067601688,-0.026245377747046383,0.003759398496240518,-0.004150080460743721,0.020022373485523604
1998-03-24,-0.0026690896700550804,0.04359370175980248,-0.029962546816479474,0.005910869195441482,0.004479803706526564
1998-03-25,0.018676688304293476,0.020620081651973265,0.038610038610038755,-0.02443458042697122,-0.0014804396905880868
1998-03-26,0.0040804918949133295,0.004811733673439678,-0.03717472118959109,-0.008103306322312154,-0.014993142814782034
1998-03-27,0.007905138339920903,-0.013962209721621321,-0.0038610038610037423,0.00987330712101353,-0.021298613332329852
1998-03-30,0.0,-0.004827243205289489,0.06589147286821695,-0.007743554248139883,0.013918526635523065
1998-03-31,0.0,0.028809971777987053,0.0,0.022757989274970747,-0.04605525113289466
1998-04-01,0.014305440486053644,0.024574237055663417,-0.010909090909090868,-0.021143271239183248,0.006439815550961958
1998-04-02,0.014049226747985255,0.0255745203034361,0.022058823529411686,0.01946609763532625,0.22403033414961682
1998-04-03,0.0026312963161851943,-0.03075626138743115,-0.017985611510791255,0.0,-0.0405130687318489
1998-04-06,-0.010122650099084085,-0.00625666348689724,0.00366300366300365,0.010465612985903539,-0.012258487615396385
1998-04-07,0.0,-0.0043761822750501,0.0036496350364962904,0.005918410484041514,-0.017926455566904975
1998-04-08,0.022833026728709127,0.0013611615245008313,0.06909090909090909,-0.002185333053162375,0.0365246936051451
1998-04-09,0.04004443504020316,0.010732895333031456,-0.03741496598639449,0.0037063555574272655,-0.0081780780680335
1998-04-13,-0.007324144244951869,-0.004370849794065879,-0.007067137809187329,-0.004699760815744081,0.010909704072169069
1998-04-14,-0.008402930778295792,0.01829182496130599,0.007117437722419906,0.01172056157510859,0.016279690419001902
1998-04-15,0.0012917893866584151,-0.007489291142738774,0.0176678445229681,0.006500812601575312,0.04254201680672276
1998-04-16,0.01217875941789659,-0.012167956785654743,0.0,-0.015857243406616317,-0.008894836272040352
1998-04-17,0.013255837666972692,0.006032077120388113,0.003472222222222321,0.005889777029869592,-0.005178301961718645
1998-04-20,-0.0025158498540808205,-0.00762096887170427,0.006920415224913601,-0.008573818485989149,0.03103993357709678
1998-04-21,0.002522195318805487,-0.019650470086676752,-0.01718213058419249,-0.017295929128875676,0.03890170814427085
1998-04-23,0.0020759059524346757,-0.0016887540429916248,0.0,-0.014676308245261116,-0.043084846218027884
1998-04-24,-0.029678000450349074,-0.012242674465278935,-0.010489510489510412,-0.012767066180302211,0.03528315218208311
1998-04-27,-0.0044091710758378255,-0.044120635104931694,0.0,0.0010996744963489569,-0.034080678418958454
1998-04-29,-0.009861382454181777,0.008109887479051947,-0.007067137809187329,0.008224130140081165,-0.023054022111515082
1998-04-30,0.0021610448181903497,0.024104253866476855,0.010676156583629748,0.026891358910003715,0.040978836789072215
1998-05-01,0.008906806675417211,0.014406214672889162,-0.0035211267605632646,0.009689245810055924,-0.013136603018623627
1998-05-04,-0.0088281758200911,0.012087095668076309,0.060070671378091856,0.0060084723783178084,-0.008437057464410702
1998-05-05,-0.009891243202700184,-0.027329964143538832,-0.00666666666666671,0.0020195075838953525,0.049925585171153974
1998-05-06,-0.0021779271814781342,-0.02531131171809231,0.016778523489932917,-0.0065608919382504904,0.07654639175257727
1998-05-07,-0.021352313167259718,-0.009410643556984843,0.00990099009900991,-0.017611257391979884,-0.03987444471045143
1998-05-08,0.013721212121212245,0.019451041697982507,0.03267973856209161,0.005755964673316072,0.053900925361555885
1998-05-11,0.0022957719533192034,-0.038543202595104575,0.028481012658227778,0.014547837483617432,-0.08629188080810746
1998-05-12,-0.0011929757587325618,0.013373002484433849,0.040000000000000036,-0.009559488438186436,0.060606496533072596
1998-05-13,0.009077444938129897,-0.011471291503980297,-0.014792899408283988,0.0018260075648885987,-0.016466152155926617
1998-05-14,-0.008995786184366139,-0.014758113900795844,-0.006006006006005982,-0.004990669617671362,-0.03686235571552687
1998-05-15,-0.004347618365104444,0.0,-0.033232628398791486,-0.004972086531751629,-0.030154639175257736
1998-05-18,-0.012523992322456823,-0.032164833115793545,0.0,-0.01380731130007884,-0.013154398086632879
1998-05-19,0.017104815588707023,0.007064187778955233,0.0031249999999998224,0.008267034090403858,-0.012162829316458068
1998-05-21,-0.0010438908659547996,0.0018687975254543243,-0.0031152647975076775,-0.013738660153523985,-0.028717520931813345
1998-05-22,-0.012349783878782272,-0.01932848781115326,0.0,-0.0030513421483219227,0.03343141153081519
1998-05-27,-0.005523066926575559,0.012641294896662547,-0.018750000000000044,-0.010394346934123666,-0.04553333547330907
1998-05-28,0.02538852849208939,-0.005449141347424136,-0.006369426751592355,0.0034090385589902183,0.042223679564142635
1998-06-01,0.0010970927043334466,-0.035572343570372866,-0.009615384615384692,0.006921045442127349,-0.017926455566904975
1998-06-02,-0.011872146118721338,-0.0020093999046385536,-0.009708737864077555,-0.002939314461427256,0.022500736734446303
1998-06-03,-0.0032347504621073053,-0.009282326041702316,0.0,-0.003945757177196252,-0.00964652030177171
1998-06-04,0.010894761242466355,-0.014949536702146049,0.0,-0.0051907840815953454,0.02629416598192269
1998-06-05,0.019445081403347997,0.030422771619400768,-0.019607843137254943,0.023800805565726835,0.018948492127034866
1998-06-08,0.007467722344684846,0.009128856008416175,-0.029999999999999916,-0.010327253218884391,-0.051679544264012556
1998-06-09,-0.009511051574012108,0.016343825665859457,0.010309278350515427,0.0031621267561097177,-0.012618459891940437
1998-06-10,-0.0010368767469118856,-0.00903315465554877,-0.03401360544217691,-0.009366415994956356,-0.031153846153846088
1998-06-11,-0.023421634550295556,-0.030652108584593885,0.0,-0.022501022773762536,-0.0379840485040962
1998-06-12,0.02721811460258783,0.0019978643518998584,0.0,0.025344122023809534,-0.05021289366571002
1998-06-15,-0.02964595798281522,-0.0336553336312696,0.014084507042253502,0.00294797950020409,0.028813492376964955
1998-06-16,-0.0022253129346313516,-0.028922091782284,0.0,-0.0017635886768563314,0.012400422305403502
1998-06-17,0.030666294954000417,0.0,0.04861111111111116,0.0243714609286525,-0.029123452342579736
1998-06-19,-0.008492758805649925,0.004289349327517122,-0.0066225165562914245,-0.03285375910167565,0.004868861327616214
1998-06-22,-0.009512217112974564,-0.02381641812653834,0.0,-0.003945757177196252,0.07267905567076083
1998-06-23,-0.015065313367620847,0.02439747868001496,0.0,-0.0035060559147618298,0.04970537390560814
1998-06-24,0.002171903881700521,0.06062690024612705,0.046666666666666634,0.010463787982636363,0.08754936161923821
1998-06-25,-0.004288283303361284,0.0036856294577345405,-0.02547770700636942,-0.012028579180609511,0.039566881055116854
1998-06-26,0.019588774659627717,-0.0036720954744822176,0.03267973856209161,0.009199926766751965,0.00380609288119671
1998-06-29,0.0021801335331788074,0.007268880319421189,-0.03164556962025322,-0.0022676765386183684,0.04422044688553228
1998-06-30,0.010650351234987365,0.003930071825450687,0.0,-0.00804582026455758,-0.06414930814978625
1998-07-01,0.008430493273542616,0.04933855291576683,0.009803921568627416,0.006415543946476143,0.1578182631049514
1998-07-02,0.05976520811099251,-0.01595163053965387,0.0,-0.0051907840815953454,-0.024574903810351212
1998-07-06,0.0,-0.07242303418524099,-0.009708737864077555,-0.0011900402782865083,0.016074988336090223
1998-07-10,0.004899497487437232,-0.02904232643118143,0.019607843137254832,0.02727895819054127,0.002158224860052682
1998-07-13,0.0019585781556026305,0.019287310361048915,0.012820512820512775,0.0017792011386887907,0.0
1998-07-15,-0.012898925742962475,0.0,-0.006329113924050667,-0.004956575138170161,0.0507040685701563
1998-07-16,0.008420383683520605,-0.025946469121095994,0.0414012738853502,-0.00894864447873045,0.0417814387117279
1998-07-17,-0.01303714206940021,-0.025108919972483323,0.012232415902140747,0.0007561604839427805,-0.024673624264303973
1998-07-20,-0.03292361720807724,-0.04864949625622328,0.0,-0.004844659762656245,-0.006334228292886435
1998-07-21,-0.003920274006519842,-0.1651557606724905,-0.01812688821752273,-0.013264850379633653,0.04885886673662121
1998-07-22,0.018559946971580032,-0.024333662388943855,-0.006153846153846176,-0.010093694835468403,-0.03138873257049968
1998-07-23,-0.011429268689498229,0.0028330045024536066,-0.04643962848297212,-0.00635573845450399,-0.05230133625976374
1998-07-24,0.0,-0.005246430913585232,0.016233766233766156,-0.006350375040264811,0.024276606179499893
1998-07-28,-0.0019788102403429653,-0.013479529222412245,-0.006389776357827448,-0.011369764515549052,0.0021321114524843754
1998-07-29,-0.002932793589160987,0.005353319057815886,0.05466237942122176,-0.00990954134278843,-0.029984274443989323
1998-07-30,0.004929985914325918,0.04903899792078703,-0.04878048780487798,0.013498002846517698,0.040828837665522366
1998-07-31,-0.00878097044152204,-0.0365947984143864,-0.0032051282051283048,-0.02708946772366938,-0.03816703969843338
1998-08-03,-0.013724837797371436,-0.008128857443926107,0.019292604501607746,0.0012571588210645857,-0.036388378580662684
1998-08-04,-0.03963903179556372,-0.01365912885111542,-0.0725552050473186,-0.029575892857142794,-0.05603649150555701
1998-08-05,-0.004215333274787181,0.011386367133405129,0.0,0.02741038911251681,-0.01820684290052821
1998-08-06,0.02081312285033965,-0.013743090420406778,0.003401360544217802,0.04519589552238812,0.075320757017036
1998-08-07,0.009071274298056098,0.035787741670094686,0.027118644067796405,-0.025034584318800457,0.04591251115929085
1998-08-10,-0.0070205479452054576,-0.02109809372517879,0.0,0.022656536067374722,-0.0383964015228494
1998-08-11,-0.01819279186066558,-0.07165677772706547,-0.02970297029702962,0.006221187844067222,-0.02971468827051782
1998-08-12,0.07640291560551504,0.07145198295640798,0.0,0.0017792011386887907,0.00940957802108433
1998-08-13,-0.026841804683038206,-0.0499643112062812,0.0,0.0017760412041558649,-0.04075438041257873
1998-08-14,0.008928571428571175,-0.03482880755608031,0.0,-0.001108057796294637,-0.042530855865988815
1998-08-17,0.0028667580705472595,-0.03008062274117307,0.0,0.013045214536096195,0.05074790508262206
1998-08-18,0.012759963542961161,-0.021669341894061223,0.020408163265306145,0.010074022162848806,0.07606767533725867
1998-08-19,-0.021189560664321427,0.02836048283136061,-0.020000000000000018,0.0010840813494643609,-0.02917382390424994
1998-08-20,0.04722500835840848,-0.030940170940170875,0.006802721088435382,-0.007883565797452974,-0.0335036100567907
1998-08-21,-0.008420464522308158,0.012583054036573005,-0.006756756756756799,-0.0127052043311211,-0.08013700652552624
1998-08-24,0.008491970861673304,0.0,-0.020408163265306145,-0.007296687745986907,-0.011700317786409009
1998-08-26,-0.05142222952975983,-0.044544078257831465,0.0,0.0,-0.0543231269719312
1998-08-27,-0.02552324825583907,-0.07264306173441415,-0.03125,-0.033302497687326515,-0.06586225971511539
1998-08-28,-0.028237282106012285,-0.01393178681737528,0.0,0.0024606971975393854,0.006032791739146504
1998-08-31,-0.04534846474168308,-0.061246251249583605,-0.014336917562724039,-0.05891176871675985,-0.19227797807372526
1998-09-01,-0.07233247052056357,0.014979412182308804,-0.06909090909090909,0.007583442013234576,0.26205278859511294
1998-09-02,-0.05110318813620629,-0.0188850807861789,0.07421875,-0.012943432406519628,-0.01607780865422792
1998-09-03,-0.054018732302330674,-0.06558779496684963,-0.021818181818181848,-0.0257406508013599,-0.05501861463128355
1998-09-04,-0.017614552152889762,0.0125123979552908,0.014869888475836479,0.016400797607178497,-0.02357987074737522
1998-09-08,0.03732567678424936,0.12629040765579091,0.0,0.0586590808769436,0.11114644617586245
1998-09-09,-0.04259165113257635,-0.050645614504582936,0.02564102564102555,-0.007180912670836315,-0.05657913566113337
1998-09-10,-0.03752433771903951,-0.004016913319238924,0.014285714285714235,-0.033924405039663874,-0.029123452342579736
1998-09-11,-0.005823576288849441,0.015707917639567137,-0.017605633802816878,0.026131478529681562,0.05532662825895929
1998-09-14,0.047971389813787235,0.06004876349703947,0.014336917562723928,0.050555450950856784,0.03153336540952667
1998-09-15,-0.009708166627441672,-0.028060721561411706,0.0035335689045936647,-0.010081548525853523,-0.03200459258727706
1998-09-16,0.0797932386667457,-0.022177146720757213,0.014084507042253502,0.01724528131082237,0.010545238889506647
1998-09-17,-0.01034444811268842,-0.0073987000414880155,-0.00694444444444442,-0.022425914389961776,-0.022264199387459493
1998-09-21,0.005173164887823933,-0.03812544045102173,-0.006993006993006978,-0.008202323991797655,0.004973902364138638
1998-09-23,0.0337769765098892,0.059896983075791166,0.007042253521126751,0.019277550833065593,0.12208413207831659
1998-09-24,0.004872794419368054,-0.037628436545404154,0.0,-0.006709596073309898,0.00934830597946057
1998-09-25,-0.02291868715226386,-0.046674361563987854,-0.038461538461538436,0.012512467132106186,0.03082804001369288
1998-09-28,0.023456274161529622,0.037306091562618215,-0.010909090909090868,0.008417659174352998,0.011973507001457495
1998-09-29,0.0011740084732785316,0.007878611030055271,0.003676470588235281,-0.001021223692389439,-0.005925034638664006
1998-09-30,0.0,-0.0554429646786333,0.0,0.005066891861860601,-0.038641407009371354
1998-10-01,-0.07229529927602729,-0.03724137931034488,-0.04029304029304026,-0.03856188917879111,-0.06497520030522719
1998-10-02,0.009232798417234456,0.03486150907354357,-0.03435114503816805,-0.004921576744399969,0.008303749948994188
1998-10-05,-0.005118710520583769,0.008075680664513252,-0.0039525691699603405,0.007072201164832981,-0.039315270836284166
1998-10-06,0.0013136288998358836,0.02868696116578917,-0.031746031746031744,-0.004865286638821353,-0.020535827119929295
1998-10-07,-0.06062096862359245,-0.04791218571534517,-0.11475409836065564,0.01960241686269093,-0.0522116852676171
1998-10-08,-0.023276112889147438,-0.05507517332710132,-0.18055555555555558,-0.016511354383425214,0.02575155984117994
1998-10-09,0.02669049746797736,-0.022341302555647036,0.039548022598870025,0.022078101283289575,0.03406326034063256
1998-10-12,-0.048047351012592054,0.059448520111307745,0.13586956521739113,0.041087259799289066,0.05022459893048126
1998-10-13,0.04175556232855837,0.02642470550779996,-0.03349282296650713,-0.0264545690325928,0.03963501568291994
1998-10-14,0.001404330017554134,0.0,0.0,0.00976822662285759,0.1332967635765221
1998-10-15,0.07578590627556392,0.037298387096774244,0.3168316831683169,0.029021194266115602,0.028021712073019067
1998-10-16,0.0819618706208245,-0.004410555430963692,0.022556390977443552,-0.01072557901034088,0.029948376465048998
1998-10-19,0.021285140562249172,0.024853581618861753,0.0625,-0.0038875210574057517,0.05688163265306123
1998-10-20,0.08680692095949638,0.07165360099640994,-0.02768166089965396,0.022895798100689646,-0.03750733772051784
1998-10-21,-0.014880144730890832,0.025842619812675105,-0.01067615658362997,-0.013735215566577752,-0.06503386511732412
1998-10-22,0.022726229282401977,0.0036654448517161597,-0.07913669064748197,0.0019342359767891004,0.03889861640402392
1998-10-23,0.0,0.007104913678618763,-0.01953125000000011,-0.003045903045902909,0.049570389953734306
1998-10-26,0.04758484467588442,0.0,0.07171314741035872,0.013038426782563617,0.02167821158690164
1998-10-27,-0.03633870414809737,0.03586734357486643,0.07063197026022294,0.0005522045705548262,0.006240658273880095
1998-10-28,-0.021967271433653623,0.04805550251416202,0.01041666666666674,-0.019019316493313565,-0.008698049064347235
1998-10-29,0.021460398290442884,0.022956394995748974,-0.0068728522336769515,0.01276669407538833,-0.013733123242808953
1998-10-30,0.04513487047093401,0.025884587983851848,0.05882352941176472,0.02392957866848988,0.01647740621818472
1998-11-02,0.023040885860306393,-0.034780092592592515,0.009803921568627416,0.004840998247224837,0.017458434134089318
1998-11-03,-0.00982473668873074,0.029678038251693684,0.02912621359223322,-0.04967189965944041,-0.017158867181584103
1998-11-04,0.029766659659449246,-0.028822638872714412,0.022012578616352085,0.04147364740844339,0.14481409001956957
1998-11-05,0.017351896460213068,-0.01618802086456017,-0.006153846153846176,-0.011581553438798187,-0.015236556968840409
1998-11-06,0.023597399470262514,-0.013102565665183752,0.01238390092879249,0.002122691572914448,-0.021089895165589012
1998-11-09,-0.03324707911863878,0.00364332468815598,0.0,-0.009616606651133286,0.037349902261937906
1998-11-10,-0.03731040635899108,-0.016735371931335785,0.03363914373088672,0.009709983745401773,0.08071875630930747
1998-11-11,-0.01491279804532819,-0.03379012577435714,0.01775147928994092,-0.01342935818682478,-0.026254172271210074
1998-11-12,0.018174820390010282,0.01748591412473277,-0.03779069767441856,0.002834077636550969,0.0020720351990177743
1998-11-13,0.005964131210886459,0.020240595760931956,-0.012084592145015116,-0.008692301104735733,-0.020677507466877687
1998-11-16,0.026512462945179838,-0.01316364090086719,0.042813455657492394,0.0038011317005746115,-0.002111409430962219
1998-11-18,-0.03910297927461137,-0.01706961101592741,-0.008797653958944385,-0.015615615615615641,0.11772097223858324
1998-11-19,0.006908753896705644,-0.017624273724983874,0.0,-0.011723176152706238,-0.016136776157854693
1998-11-20,-0.0009204250690320048,-0.045738318985345416,0.01479289940828421,-0.01609560347488659,-0.0067486342049822845
1998-11-23,0.018760469011725345,0.02933682253288361,-0.00291545189504383,0.051093581929006815,-0.0019412822049132972
1998-11-24,-0.04176257809930939,0.014718672643339703,0.005847953216374213,0.021448064130990874,-0.021395639227739682
1998-11-25,0.040537062457103756,-0.010681083932221225,-0.008720930232558044,0.001001878522229216,-0.0039997055431502115
1998-11-27,0.010594879828503156,-0.010996334555148368,0.0,-0.010467492389173771,0.02796255235279621
1998-11-30,-0.025862772293383407,-0.014353099730458174,0.0,0.0,0.0
1998-12-01,-0.006951423785594657,0.011143775210227469,0.011730205278592365,0.0021072151045178344,0.008759736369083226
1998-12-02,0.005988023952095967,-0.007843137254901822,-0.011594202898550732,-0.030910926066111455,0.04615055653888622
1998-12-03,-0.0157612340710932,-0.007087365408205093,0.017595307917888547,-0.01484181747168345,0.061578815888084115
1998-12-04,0.027086882453151384,0.01853122855181888,0.0,0.01405224439452013,-0.05800682433227444
1998-12-07,0.0019074473378668522,-0.01118598382749314,0.008645533141210304,-0.007080799304952201,0.05163173074739413
1998-12-08,-0.006828904891979071,-0.014447321793648715,-0.005714285714285672,0.008137550859693032,0.0
1998-12-09,0.00883443763803804,-0.052136633937214794,0.011494252873563315,0.0007811482879831466,-0.014933108742833157
1998-12-10,-0.014581354041885208,-0.01641377297928226,-0.014204545454545414,-0.032479077229955466,-0.005491614600460215
1998-12-11,-0.001006036217303885,0.01231180004450061,0.014409221902017322,0.007260666905701152,0.0
1998-12-15,0.003103983445421621,0.02404347178800048,-0.07670454545454541,-0.003326590244998928,0.042508112448007784
1998-12-16,0.03335052432525343,-0.015628407356255036,0.04923076923076919,-0.01831220964322755,-0.030345816085314836
1998-12-17,0.006862418898685885,0.02363018756461388,-0.02052785923753675,0.022053756030324,-0.005151568636102999
1998-12-18,0.003965467388161281,0.004184100418409997,0.029940119760479167,-0.0154191953247923,-0.008127737428618942
1998-12-21,0.009586504834396381,0.011925287356321812,0.0,-0.002830791708519631,0.04980324643384182
1998-12-23,0.005775644675831693,0.02332628611698384,0.0,0.024046242774566462,0.0018694746325806921
1998-12-24,-0.0028307990941441874,-0.011431719578541277,0.0,0.018830435764280784,0.009936938658513306
1998-12-28,-0.0009733149484955073,-0.011494252873563315,-0.03197674418604646,0.002925272582217975,0.0018810173075851644
1998-12-29,0.0009742632134448481,0.007540521494009855,0.07507507507507505,0.03641506098638847,-0.025129424311773785
1998-12-30,0.007664855219401412,0.0040567951318457585,0.022346368715083775,-0.042810847688896425,0.0035782660224268348
1998-12-31,0.029379804402946075,0.022222222222222365,0.024590163934426146,-0.01581432644333558,0.00648377353348617
1999-01-04,-0.02029166829573459,-0.014447321793648715,-0.029333333333333322,0.010908432535192025,0.017464489998533228
1999-01-05,-0.0009577779551439569,0.02613746369796699,-0.008241758241758323,0.008417659174352998,0.029749958418805678
1999-01-06,-0.0074698410162179485,0.0365902964959568,0.02216066481994461,0.04337980641150896,0.0547228324072877
1999-01-07,-0.01517285789028855,-0.00695573035168684,0.03794037940379402,-0.003787395208306843,-0.039561000510464406
1999-01-11,0.024038070446595672,-0.007319712303481607,-0.005221932114882533,-0.022002618353815673,0.0
1999-01-12,-0.017833737141041528,-0.009938445755321879,-0.036745406824147064,-0.015804473616029102,-0.02407293587379633
1999-01-13,-0.014315755418958354,-0.03892234958875718,0.038147138964577776,0.004914004914005066,0.005982995696441451
1999-01-19,0.023147770804466505,0.0,0.034120734908136496,-0.005199069640169474,-0.050082560197669435
1999-01-20,-0.017844339998406733,-0.003893140018794483,-0.015228426395939132,-0.0108192362352727,-0.018207965985118535
1999-01-21,-0.009570930326871618,-0.025471698113207597,-0.02577319587628868,-0.02002131899708015,-0.047497739112713266
1999-01-22,0.0047498157399066265,-0.004010510302862591,-0.007936507936507908,-0.044313076377394234,-0.0324685744851565
1999-01-25,0.010636563697122847,0.0,0.016000000000000014,0.012470308788598672,0.019004312251216238
1999-01-27,-0.017761566823930486,-0.03434343434343434,0.0,0.009959079031701235,-0.04540833615723483
1999-01-29,0.011349458687165415,0.026876737720111343,-0.03937007874015741,0.030161962952186983,-0.0552824881898365
1999-02-01,0.0,0.0,-0.010928961748633892,-0.01426285068725286,0.07142340988250262
1999-02-02,0.01317203231326336,-0.018814218272702243,0.022099447513812098,-0.026025500214889363,0.1092736224455384
1999-02-03,-0.002788688138256057,0.011604047265265871,-0.021621621621621623,0.0024024318493822694,-0.014786711415924803
1999-02-04,-0.00653826460278073,-0.030425963488843855,0.005524861878453136,-0.02269503546099305,-0.07600592446309551
1999-02-05,-0.013995163144748801,-0.015365748088298936,0.030219780219780112,0.008508082678544637,0.008682642729288537
1999-02-08,-0.011419380780056332,-0.015752069748699582,-0.016000000000000014,0.002828643739764658,-0.020407352473779006
1999-02-09,-0.001952330594647278,-0.024341223760607433,-0.03794037940379402,0.023752969121140444,-0.05803625745224472
1999-02-10,-0.02013204010106784,-0.012359807736324169,0.019718309859154903,-0.011020881670533722,0.0314302936364419
1999-02-11,-0.023456995508234768,0.008111239860950192,0.0,0.007135874877810311,0.01683642232982696
1999-02-12,0.0019591141396930745,-0.008045977011494232,-0.019337016574585753,-0.007813258274288915,-0.053162374449218674
1999-02-16,0.0050157272804556285,-0.02943221320973355,0.0028169014084507005,0.014282220591831596,-0.060931019033717226
1999-02-17,-0.03193199120284207,-0.05141674625915316,-0.002808988764045006,0.008342576071755925,0.013712544438801544
1999-02-18,0.011402857267683197,0.0,0.0,-0.005451936872309937,0.03692232950749985
1999-02-19,-0.003153347732181344,0.017788219499916158,-0.014084507042253502,0.015195229851894476,0.004743777452415721
1999-02-23,-0.013264427217915653,-0.003874690849134388,0.0,-0.00804582026455758,-0.026483570377636045
1999-02-24,-0.02160439944134085,-0.004717371513697,0.008571428571428452,-0.01049399688387842,-0.01020151133501257
1999-02-25,0.0010706160503191064,0.004739730583735335,-0.0028328611898016387,-0.012781920066688546,-0.05154741202584445
1999-02-26,0.04629918452831894,-0.008772655797401274,0.0,-0.010789510719144246,-0.026578221659089185
1999-03-01,-0.016141396933560648,-0.00985221674876835,0.0,-0.007682458386683688,0.054577195185446126
1999-03-02,-0.0265356478074541,0.0,-0.005681818181818232,0.004683393070489927,-0.05410507362123551
1999-03-03,-0.018810032017075762,-0.004131882958090971,-0.017142857142857126,0.015887361461256466,0.0
1999-03-05,0.02817835972750582,0.004739730583735335,0.026162790697674465,0.01880238966331671,0.12603833396929764
1999-03-08,-0.0029686357182807654,0.026152445584705752,-0.025495750708215303,0.0,0.05384094048953414
1999-03-09,-0.02761715715888502,-0.025485926284377847,0.01744186046511631,-0.023728351288695215,0.015014160802404364
1999-03-10,0.031463566166681334,0.013241744599850946,-0.005714285714285672,0.025841597988545795,0.02176164540458858
1999-03-11,0.021296734500710013,0.01747937596994209,-0.008620689655172376,0.0007716049382717749,-0.07441239252537057
1999-03-12,0.020852641334568878,-0.013245564742714988,0.005797101449275477,-0.002947979500203979,-0.004174343249545798
1999-03-15,0.025337349894771766,-0.013179303612105397,0.01729106628242061,-0.023062227074235997,0.0
1999-03-16,0.0303457157805771,0.06314921681780694,-0.011331444759206666,0.0073101457373006,0.04297931248625364
1999-03-17,0.003671731572985504,-0.025744416873449083,0.04871060171919761,-0.035037441064990404,0.06431805495255216
1999-03-18,0.0064214827787507645,-0.02554918815663798,0.1912568306010929,0.0,-0.03779720279720289
1999-03-19,0.00815931941221959,0.01747937596994209,-0.029816513761467878,-0.006658363671201317,-0.029446321935147624
